State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
Colorado,11/1/2018,2018,November,39205,91,991
Colorado,12/1/2018,2018,December,39147,91,1004
Colorado,1/1/2019,2019,January,39010,91,992
Colorado,2/1/2019,2019,February,39060,91,999
Colorado,3/1/2019,2019,March,39168,91,989
Colorado,4/1/2019,2019,April,39136,91,994
Colorado,5/1/2019,2019,May,39327,91,992
Colorado,6/1/2019,2019,June,39544,90,1007
Colorado,7/1/2019,2019,July,39650,91,1008
Colorado,8/1/2019,2019,August,39589,90,1017
Colorado,9/1/2019,2019,September,39711,90,1038
Colorado,10/1/2019,2019,October,39866,91,1054
Colorado,11/1/2019,2019,November,39945,90,1072
Colorado,12/1/2019,2019,December,40105,91,1100
Colorado,1/1/2020,2020,January,40227,91,1120
Colorado,2/1/2020,2020,February,40476,91,1131
Colorado,3/1/2020,2020,March,40673,91,1174
Colorado,4/1/2020,2020,April,41982,92,1230
Colorado,5/1/2020,2020,May,42445,92,1296
Colorado,6/1/2020,2020,June,42865,93,1321
Colorado,7/1/2020,2020,July,43284,92,1375
Colorado,8/1/2020,2020,August,43796,93,1438
Colorado,9/1/2020,2020,September,44080,93,1479
Colorado,10/1/2020,2020,October,44454,93,1490
Colorado,11/1/2020,2020,November,45875,93,1519
Colorado,12/1/2020,2020,December,47595,93,1512
Colorado,1/1/2021,2021,January,48305,93,1557
Colorado,2/1/2021,2021,February,48303,93,1583
Colorado,3/1/2021,2021,March,48383,92,1632
Colorado,4/1/2021,2021,April,47389,92,1654
Colorado,5/1/2021,2021,May,47262,92,1677
Colorado,6/1/2021,2021,June,47286,92,1738
Colorado,7/1/2021,2021,July,47397,93,1763
Colorado,8/1/2021,2021,August,47686,93,1785
Colorado,9/1/2021,2021,September,48390,94,1830
Colorado,10/1/2021,2021,October,49177,94,1866
Colorado,11/1/2021,2021,November,49411,95,1887
Colorado,12/1/2021,2021,December,49137,94,1917
Colorado,1/1/2022,2022,January,49908,95,1932
Colorado,2/1/2022,2022,February,50356,95,1960
Colorado,3/1/2022,2022,March,50407,95,1933
Colorado,4/1/2022,2022,April,50482,95,1912
Colorado,5/1/2022,2022,May,50578,95,1905
Colorado,6/1/2022,2022,June,50692,95,1860
Colorado,7/1/2022,2022,July,50732,95,1842
Colorado,8/1/2022,2022,August,50384,95,1819
Colorado,9/1/2022,2022,September,49917,94,1791
Colorado,10/1/2022,2022,October,49141,94,1800
Colorado,11/1/2022,2022,November,48207,94,1828
Colorado,12/1/2022,2022,December,47661,94,1856
Colorado,1/1/2023,2023,January,46565,94,1835
Colorado,2/1/2023,2023,February,46209,94,1828
Colorado,3/1/2023,2023,March,46196,94,1828
Colorado,4/1/2023,2023,April,46418,94,1852
Colorado,5/1/2023,2023,May,46330,95,1865
Colorado,6/1/2023,2023,June,46155,95,1901
Colorado,7/1/2023,2023,July,45984,94,1919
Colorado,8/1/2023,2023,August,46120,95,1938
Colorado,9/1/2023,2023,September,46135,95,1941
Colorado,10/1/2023,2023,October,46253,95,1947
Colorado,11/1/2023,2023,November,46054,95,1959
Colorado,12/1/2023,2023,December,45736,95,1921
Connecticut,1/1/2015,2015,January,30221,100,631
Connecticut,2/1/2015,2015,February,30349,100,633
Connecticut,3/1/2015,2015,March,30497,100,639
Connecticut,4/1/2015,2015,April,30431,100,650
Connecticut,5/1/2015,2015,May,30437,100,652
Connecticut,6/1/2015,2015,June,30508,100,670
Connecticut,7/1/2015,2015,July,30612,100,722
Connecticut,8/1/2015,2015,August,30549,100,728
Connecticut,9/1/2015,2015,September,30556,100,748
Connecticut,10/1/2015,2015,October,30615,100,779
Connecticut,11/1/2015,2015,November,30751,100,800
Connecticut,12/1/2015,2015,December,30600,100,799
Connecticut,1/1/2016,2016,January,30368,100,824
Connecticut,2/1/2016,2016,February,30231,100,836
Connecticut,3/1/2016,2016,March,30162,100,849
Connecticut,4/1/2016,2016,April,30198,100,869
Connecticut,5/1/2016,2016,May,30198,100,895
Connecticut,6/1/2016,2016,June,30188,100,909
Connecticut,7/1/2016,2016,July,30094,100,906
Connecticut,8/1/2016,2016,August,30156,100,928
Connecticut,9/1/2016,2016,September,30088,100,929
Connecticut,10/1/2016,2016,October,30155,100,918
Connecticut,11/1/2016,2016,November,30294,100,939
Connecticut,12/1/2016,2016,December,30641,100,974
Connecticut,1/1/2017,2017,January,30834,100,985
Connecticut,2/1/2017,2017,February,31023,100,994
Connecticut,3/1/2017,2017,March,31060,100,1019
Connecticut,4/1/2017,2017,April,31103,100,1018
Connecticut,5/1/2017,2017,May,31116,100,1046
Connecticut,6/1/2017,2017,June,31248,100,1056
Connecticut,7/1/2017,2017,July,31345,100,1074
Connecticut,8/1/2017,2017,August,31374,100,1081
Connecticut,9/1/2017,2017,September,31543,100,1083
Connecticut,10/1/2017,2017,October,31511,100,1092
Connecticut,11/1/2017,2017,November,31424,100,1066
Connecticut,12/1/2017,2017,December,31542,100,1080
Connecticut,1/1/2018,2018,January,31745,100,1053
Connecticut,2/1/2018,2018,February,31569,100,1058
Connecticut,3/1/2018,2018,March,31527,100,1065
Connecticut,4/1/2018,2018,April,31562,100,1065
Connecticut,5/1/2018,2018,May,31590,100,1052
Connecticut,6/1/2018,2018,June,31451,100,1069
Connecticut,7/1/2018,2018,July,31540,100,1066
Connecticut,8/1/2018,2018,August,31609,100,1063
Connecticut,9/1/2018,2018,September,31611,100,1083
Connecticut,10/1/2018,2018,October,31660,100,1081
Connecticut,11/1/2018,2018,November,31644,100,1097
Connecticut,12/1/2018,2018,December,31449,100,1070
Connecticut,1/1/2019,2019,January,31239,100,1087
Connecticut,2/1/2019,2019,February,31357,100,1080
Connecticut,3/1/2019,2019,March,31538,100,1074
Connecticut,4/1/2019,2019,April,31520,100,1080
Connecticut,5/1/2019,2019,May,31538,100,1093
Connecticut,6/1/2019,2019,June,31676,100,1102
Connecticut,7/1/2019,2019,July,31686,100,1130
Connecticut,8/1/2019,2019,August,31767,100,1183
Connecticut,9/1/2019,2019,September,31743,100,1185
Connecticut,10/1/2019,2019,October,31743,100,1189
Connecticut,11/1/2019,2019,November,31846,100,1197
Connecticut,12/1/2019,2019,December,31929,100,1231
Connecticut,1/1/2020,2020,January,31877,100,1263
Connecticut,2/1/2020,2020,February,31858,100,1276
Connecticut,3/1/2020,2020,March,31934,100,1288
Connecticut,4/1/2020,2020,April,34632,100,1333
Connecticut,5/1/2020,2020,May,36106,99,1348
Connecticut,6/1/2020,2020,June,36216,100,1348
Connecticut,7/1/2020,2020,July,36219,100,1362
Connecticut,8/1/2020,2020,August,36181,100,1324
Connecticut,9/1/2020,2020,September,36338,100,1353
Connecticut,10/1/2020,2020,October,36564,100,1364
Connecticut,11/1/2020,2020,November,37032,100,1368
Connecticut,12/1/2020,2020,December,38107,100,1385
Connecticut,1/1/2021,2021,January,39039,100,1393
Connecticut,2/1/2021,2021,February,39212,100,1417
Connecticut,3/1/2021,2021,March,39083,100,1432
Connecticut,4/1/2021,2021,April,36298,100,1418
Connecticut,5/1/2021,2021,May,34958,100,1435
Connecticut,6/1/2021,2021,June,34846,100,1449
Connecticut,7/1/2021,2021,July,34930,100,1461
Connecticut,8/1/2021,2021,August,35208,100,1510
Connecticut,9/1/2021,2021,September,35431,100,1525
Connecticut,10/1/2021,2021,October,35489,100,1541
Connecticut,11/1/2021,2021,November,35311,100,1566
Connecticut,12/1/2021,2021,December,34756,100,1562
Connecticut,1/1/2022,2022,January,35001,100,1547
Connecticut,2/1/2022,2022,February,35112,100,1541
Connecticut,3/1/2022,2022,March,35017,100,1541
Connecticut,4/1/2022,2022,April,35136,100,1543
Connecticut,5/1/2022,2022,May,35285,100,1529
Connecticut,6/1/2022,2022,June,35376,100,1516
Connecticut,7/1/2022,2022,July,35450,100,1486
Connecticut,8/1/2022,2022,August,35269,100,1460
Connecticut,9/1/2022,2022,September,35038,100,1450
Connecticut,10/1/2022,2022,October,35042,100,1478
Connecticut,11/1/2022,2022,November,34980,100,1481
Connecticut,12/1/2022,2022,December,34978,100,1476
Connecticut,1/1/2023,2023,January,34083,100,1476
Connecticut,2/1/2023,2023,February,33828,100,1492
Connecticut,3/1/2023,2023,March,33799,100,1472
Connecticut,4/1/2023,2023,April,33715,100,1464
Connecticut,5/1/2023,2023,May,33520,100,1468
Connecticut,6/1/2023,2023,June,33408,100,1461
Connecticut,7/1/2023,2023,July,33313,100,1457
Connecticut,8/1/2023,2023,August,33342,100,1444
Connecticut,9/1/2023,2023,September,33408,100,1424
Connecticut,10/1/2023,2023,October,33380,100,1370
Connecticut,11/1/2023,2023,November,33248,100,1343
Connecticut,12/1/2023,2023,December,32898,100,1322
Delaware,1/1/2015,2015,January,8485,78,210
Delaware,2/1/2015,2015,February,8561,80,208
Delaware,3/1/2015,2015,March,8551,81,208
Delaware,4/1/2015,2015,April,8580,80,200
Delaware,5/1/2015,2015,May,8583,82,195
Delaware,6/1/2015,2015,June,8577,82,199
Delaware,7/1/2015,2015,July,8642,82,202
Delaware,8/1/2015,2015,August,8648,83,192
Delaware,9/1/2015,2015,September,8686,84,201
Delaware,10/1/2015,2015,October,8661,83,187
Delaware,11/1/2015,2015,November,8666,81,194
Delaware,12/1/2015,2015,December,8591,82,195
Delaware,1/1/2016,2016,January,8485,81,181
Delaware,2/1/2016,2016,February,8473,79,189
Delaware,3/1/2016,2016,March,8555,74,188
Delaware,4/1/2016,2016,April,8530,72,199
Delaware,5/1/2016,2016,May,8553,69,216
Delaware,6/1/2016,2016,June,8571,65,221
Delaware,7/1/2016,2016,July,8609,64,233
Delaware,8/1/2016,2016,August,8666,63,245
Delaware,9/1/2016,2016,September,8740,61,245
Delaware,10/1/2016,2016,October,8809,62,254
Delaware,11/1/2016,2016,November,8889,66,268
Delaware,12/1/2016,2016,December,8980,66,285
Delaware,1/1/2017,2017,January,9058,67,310
Delaware,2/1/2017,2017,February,9085,68,309
Delaware,3/1/2017,2017,March,9099,71,312
Delaware,4/1/2017,2017,April,9150,73,313
Delaware,5/1/2017,2017,May,9119,75,310
Delaware,6/1/2017,2017,June,9098,76,313
Delaware,7/1/2017,2017,July,9108,78,320
Delaware,8/1/2017,2017,August,9089,80,326
Delaware,9/1/2017,2017,September,9045,82,329
Delaware,10/1/2017,2017,October,9016,83,338
Delaware,11/1/2017,2017,November,9047,83,345
Delaware,12/1/2017,2017,December,9132,85,341
Delaware,1/1/2018,2018,January,9132,88,330
Delaware,2/1/2018,2018,February,9194,89,338
Delaware,3/1/2018,2018,March,9219,90,354
Delaware,4/1/2018,2018,April,9256,91,360
Delaware,5/1/2018,2018,May,9327,93,366
Delaware,6/1/2018,2018,June,9417,95,367
Delaware,7/1/2018,2018,July,9471,96,363
Delaware,8/1/2018,2018,August,9505,96,381
Delaware,9/1/2018,2018,September,9518,96,393
Delaware,10/1/2018,2018,October,9547,97,406
Delaware,11/1/2018,2018,November,9542,98,405
Delaware,12/1/2018,2018,December,9482,98,399
Delaware,1/1/2019,2019,January,9443,98,403
Delaware,2/1/2019,2019,February,9379,98,401
Delaware,3/1/2019,2019,March,9353,97,394
Delaware,4/1/2019,2019,April,9253,97,392
Delaware,5/1/2019,2019,May,9252,98,404
Delaware,6/1/2019,2019,June,9220,97,418
Delaware,7/1/2019,2019,July,9216,97,427
Delaware,8/1/2019,2019,August,9247,98,421
Delaware,9/1/2019,2019,September,9312,98,416
Delaware,10/1/2019,2019,October,9286,98,407
Delaware,11/1/2019,2019,November,9229,98,399
Delaware,12/1/2019,2019,December,9262,98,423
Delaware,1/1/2020,2020,January,9265,98,428
Delaware,2/1/2020,2020,February,9301,98,447
Delaware,3/1/2020,2020,March,9356,99,454
Delaware,4/1/2020,2020,April,9686,99,463
Delaware,5/1/2020,2020,May,10033,99,472
Delaware,6/1/2020,2020,June,10114,99,476
Delaware,7/1/2020,2020,July,10214,100,475
Delaware,8/1/2020,2020,August,10273,100,473
Delaware,9/1/2020,2020,September,10328,100,476
Delaware,10/1/2020,2020,October,10491,100,475
Delaware,11/1/2020,2020,November,10605,100,467
Delaware,12/1/2020,2020,December,10990,100,449
Delaware,1/1/2021,2021,January,11357,100,456
Delaware,2/1/2021,2021,February,11494,100,449
Delaware,3/1/2021,2021,March,11531,100,460
Delaware,4/1/2021,2021,April,11357,99,460
Delaware,5/1/2021,2021,May,11145,99,456
Delaware,6/1/2021,2021,June,11140,98,452
Delaware,7/1/2021,2021,July,11059,98,445
Delaware,8/1/2021,2021,August,11139,98,447
Delaware,9/1/2021,2021,September,11260,98,440
Delaware,10/1/2021,2021,October,11373,98,457
Delaware,11/1/2021,2021,November,11456,98,476
Delaware,12/1/2021,2021,December,11317,98,502
Delaware,1/1/2022,2022,January,11417,98,507
Delaware,2/1/2022,2022,February,11510,97,508
Delaware,3/1/2022,2022,March,11527,97,505
Delaware,4/1/2022,2022,April,11545,97,505
Delaware,5/1/2022,2022,May,11555,98,518
Delaware,6/1/2022,2022,June,11576,98,525
Delaware,7/1/2022,2022,July,11694,98,531
Delaware,8/1/2022,2022,August,11600,98,539
Delaware,9/1/2022,2022,September,11492,98,554
Delaware,10/1/2022,2022,October,11438,99,548
Delaware,11/1/2022,2022,November,11435,99,549
Delaware,12/1/2022,2022,December,11381,99,544
Delaware,1/1/2023,2023,January,11058,99,549
Delaware,2/1/2023,2023,February,10946,99,556
Delaware,3/1/2023,2023,March,10979,99,558
Delaware,4/1/2023,2023,April,11024,99,564
Delaware,5/1/2023,2023,May,10961,99,545
Delaware,6/1/2023,2023,June,10983,99,536
Delaware,7/1/2023,2023,July,10933,99,553
Delaware,8/1/2023,2023,August,10899,99,550
Delaware,9/1/2023,2023,September,10897,99,545
Delaware,10/1/2023,2023,October,10829,99,545
Delaware,11/1/2023,2023,November,10777,99,539
Delaware,12/1/2023,2023,December,10712,99,523
District of Columbia,1/1/2015,2015,January,5589,99,113
District of Columbia,2/1/2015,2015,February,5632,100,113
District of Columbia,3/1/2015,2015,March,5704,100,115
District of Columbia,4/1/2015,2015,April,5740,100,113
District of Columbia,5/1/2015,2015,May,5706,100,118
District of Columbia,6/1/2015,2015,June,5678,100,119
District of Columbia,7/1/2015,2015,July,5668,100,114
District of Columbia,8/1/2015,2015,August,5703,100,115
District of Columbia,9/1/2015,2015,September,5683,100,122
District of Columbia,10/1/2015,2015,October,5719,100,126
District of Columbia,11/1/2015,2015,November,5754,100,135
District of Columbia,12/1/2015,2015,December,5706,100,144
District of Columbia,1/1/2016,2016,January,5616,100,146
District of Columbia,2/1/2016,2016,February,5610,100,146
District of Columbia,3/1/2016,2016,March,5620,100,161
District of Columbia,4/1/2016,2016,April,5662,99,174
District of Columbia,5/1/2016,2016,May,5719,99,198
District of Columbia,6/1/2016,2016,June,5731,99,208
District of Columbia,7/1/2016,2016,July,5770,99,219
District of Columbia,8/1/2016,2016,August,5789,99,239
District of Columbia,9/1/2016,2016,September,5869,99,247
District of Columbia,10/1/2016,2016,October,5876,99,259
District of Columbia,11/1/2016,2016,November,5933,99,289
District of Columbia,12/1/2016,2016,December,6055,99,300
District of Columbia,1/1/2017,2017,January,6128,99,326
District of Columbia,2/1/2017,2017,February,6177,99,342
District of Columbia,3/1/2017,2017,March,6227,99,357
District of Columbia,4/1/2017,2017,April,6241,99,375
District of Columbia,5/1/2017,2017,May,6287,99,380
District of Columbia,6/1/2017,2017,June,6328,99,384
District of Columbia,7/1/2017,2017,July,6314,99,383
District of Columbia,8/1/2017,2017,August,6296,99,377
District of Columbia,9/1/2017,2017,September,6302,98,380
District of Columbia,10/1/2017,2017,October,6301,98,371
District of Columbia,11/1/2017,2017,November,6257,98,346
District of Columbia,12/1/2017,2017,December,6238,98,348
District of Columbia,1/1/2018,2018,January,6297,98,332
District of Columbia,2/1/2018,2018,February,6279,98,324
District of Columbia,3/1/2018,2018,March,6239,98,305
District of Columbia,4/1/2018,2018,April,6205,98,302
District of Columbia,5/1/2018,2018,May,6184,97,292
District of Columbia,6/1/2018,2018,June,6176,97,284
District of Columbia,7/1/2018,2018,July,6190,98,290
District of Columbia,8/1/2018,2018,August,6213,98,291
District of Columbia,9/1/2018,2018,September,6194,98,294
District of Columbia,10/1/2018,2018,October,6223,98,299
District of Columbia,11/1/2018,2018,November,6241,98,302
District of Columbia,12/1/2018,2018,December,6180,98,295
District of Columbia,1/1/2019,2019,January,6081,98,300
District of Columbia,2/1/2019,2019,February,6057,98,306
District of Columbia,3/1/2019,2019,March,6004,98,304
District of Columbia,4/1/2019,2019,April,5994,98,292
District of Columbia,5/1/2019,2019,May,5958,99,295
District of Columbia,6/1/2019,2019,June,5911,99,306
District of Columbia,7/1/2019,2019,July,5918,99,308
District of Columbia,8/1/2019,2019,August,5920,99,318
District of Columbia,9/1/2019,2019,September,5928,99,324
District of Columbia,10/1/2019,2019,October,5941,99,335
District of Columbia,11/1/2019,2019,November,5969,99,345
District of Columbia,12/1/2019,2019,December,6041,100,367
District of Columbia,1/1/2020,2020,January,6125,100,391
District of Columbia,2/1/2020,2020,February,6162,100,401
District of Columbia,3/1/2020,2020,March,6218,100,418
District of Columbia,4/1/2020,2020,April,6622,100,450
District of Columbia,5/1/2020,2020,May,6994,99,471
District of Columbia,6/1/2020,2020,June,7140,99,483
District of Columbia,7/1/2020,2020,July,7205,99,488
District of Columbia,8/1/2020,2020,August,7248,99,508
District of Columbia,9/1/2020,2020,September,7270,99,513
District of Columbia,10/1/2020,2020,October,7284,99,517
District of Columbia,11/1/2020,2020,November,7323,99,521
District of Columbia,12/1/2020,2020,December,7458,99,511
District of Columbia,1/1/2021,2021,January,7621,99,514
District of Columbia,2/1/2021,2021,February,7716,100,514
District of Columbia,3/1/2021,2021,March,7780,100,519
District of Columbia,4/1/2021,2021,April,7444,99,499
District of Columbia,5/1/2021,2021,May,7162,100,499
District of Columbia,6/1/2021,2021,June,7099,100,504
District of Columbia,7/1/2021,2021,July,7107,100,523
District of Columbia,8/1/2021,2021,August,7141,100,513
District of Columbia,9/1/2021,2021,September,7169,100,518
District of Columbia,10/1/2021,2021,October,7231,100,516
District of Columbia,11/1/2021,2021,November,7235,100,523
District of Columbia,12/1/2021,2021,December,7154,100,541
District of Columbia,1/1/2022,2022,January,7170,100,537
District of Columbia,2/1/2022,2022,February,7120,100,548
District of Columbia,3/1/2022,2022,March,7075,100,545
District of Columbia,4/1/2022,2022,April,6999,100,553
District of Columbia,5/1/2022,2022,May,6979,100,548
District of Columbia,6/1/2022,2022,June,6978,100,552
District of Columbia,7/1/2022,2022,July,6946,100,542
District of Columbia,8/1/2022,2022,August,6881,100,548
District of Columbia,9/1/2022,2022,September,6894,99,550
District of Columbia,10/1/2022,2022,October,6829,99,569
District of Columbia,11/1/2022,2022,November,6831,99,576
District of Columbia,12/1/2022,2022,December,6802,99,575
District of Columbia,1/1/2023,2023,January,6603,99,574
District of Columbia,2/1/2023,2023,February,6558,99,573
District of Columbia,3/1/2023,2023,March,6568,99,596
District of Columbia,4/1/2023,2023,April,6566,99,603
District of Columbia,5/1/2023,2023,May,6620,99,604
District of Columbia,6/1/2023,2023,June,6588,99,611
District of Columbia,7/1/2023,2023,July,6576,99,624
District of Columbia,8/1/2023,2023,August,6615,99,634
District of Columbia,9/1/2023,2023,September,6609,99,641
District of Columbia,10/1/2023,2023,October,6619,99,631
District of Columbia,11/1/2023,2023,November,6603,99,629
District of Columbia,12/1/2023,2023,December,6550,99,628
Florida,1/1/2015,2015,January,189170,73,2755
Florida,2/1/2015,2015,February,190591,74,2824
Florida,3/1/2015,2015,March,191745,74,2862
Florida,4/1/2015,2015,April,192268,74,2886
Florida,5/1/2015,2015,May,193067,75,2958
Florida,6/1/2015,2015,June,193387,75,2983
Florida,7/1/2015,2015,July,193875,75,3117
Florida,8/1/2015,2015,August,194364,75,3204
Florida,9/1/2015,2015,September,195097,75,3270
Florida,10/1/2015,2015,October,195599,75,3341
Florida,11/1/2015,2015,November,195311,75,3340
Florida,12/1/2015,2015,December,194297,75,3352
Florida,1/1/2016,2016,January,193810,76,3324
Florida,2/1/2016,2016,February,194386,75,3401
Florida,3/1/2016,2016,March,195215,74,3596
Florida,4/1/2016,2016,April,195883,74,3703
Florida,5/1/2016,2016,May,196050,75,3759
Florida,6/1/2016,2016,June,196273,75,3843
Florida,7/1/2016,2016,July,196733,75,3973
Florida,8/1/2016,2016,August,197300,75,4091
